100,Foley Johnson,Foley Johnson Meritage Rutherford,2014,92,$45 ,"Bordeaux-like, offering an expansive mix of currant, cedar, cigar box, riverbed
48,Nigl,Nigl Grüner Veltliner Niederösterreich Freiheit,2016,91,$20 ,"Grass and pine aromas and flavors predominate, with peach, grapefruit and
floral notes underneath. Fine balance and persistence here, ending with
mouthwatering notes of peach, flowers and mineral. Drink now through 2024.
1,000 cases imported. —BS"
47,Edetària,Edetària Garnatxa Blanca Terra Alta Via Terra,2017,91,$15 ,"This white has a thick texture, delivering pear, guava, tarragon and blanched
almond flavors. Firm acidity and a touch of tannins give this a solid frame.
Muscular, but remains balanced. Drink now through 2023. 5,000 cases made.
—TM"
46,Henri Bourgeois,Henri Bourgeois Sancerre Les Baronnes,2017,92,$25 ,"Lively, with bright lemon curd, gooseberry, thyme and lime pith notes. The
bright finish has mouthwatering cut thanks to a light chalky echo. Drink now
through 2021. 7,000 cases made. —JM"
45,Easton,Easton Zinfandel Amador County,2015,92,$22 ,"Epitomizes fine Sierra Foothills Zinfandel, offering vibrant, briary raspberry,
smoked pepper and wild sweet anise flavors that stretch out on the zesty
finish. Drink now through 2023. 6,200 cases made. —TF"
44,Nik Weis St.-Urbans-Hof,Nik Weis St.-Urbans-Hof Riesling Qualitätswein Mosel From Old Vines,2016,91,$19 ,"A pure, well-sculpted, off-dry version, with persimmon, lime and slate flavors
coating the palate. Hints of orchard blossom and herbs add to the complexity,
making you reach for another sip. Drink now through 2024. 7,000 cases made.
—AZ"
43,Milbrandt,Milbrandt Cabernet Sauvignon Columbia Valley,2015,91,$17 ,"Precise and well-built, with refined black cherry and black tea flavors that build
dimension toward polished tannins. Drink now through 2024. 4,000 cases
made. —TF"
42,Loveblock,Loveblock Pinot Noir Central Otago,2015,92,$30 ,"Rich and creamy, with clove-scented notes of black cherry, plum and licorice
that are vibrant and expressive, while intriguing details of forest floor and fresh
herb linger, adding another dimension. Shows terrific harmony on the finish.
Drink now through 2028. 7,000 cases made. —MW"
41,San Román Bodegas y Viñedos,San Román Bodegas y Viñedos Toro,2014,94,$67 ,"A velvety texture carries ripe fruit flavors of plum and blackberry in this plush
red. Cocoa, loamy earth and mineral notes add depth and interest. Ripe
tannins are well-integrated, and balsamic acidity keeps this lively. Drink now
through 2029. 8,000 cases made. —TM"
40,Cline,Cline Zinfandel Contra Costa County Ancient Vines,2016,91,$15 ,"Lively and supple, with floral raspberry and fresh pepper aromas and sleekly
appealing cherry and licorice flavors that glide lightly along the finish. Drink
now through 2022. 50,000 cases made. —TF"
39,Patricia Green,Patricia Green Pinot Noir Willamette Valley Reserve,2016,93,$27 ,"Shows structure and sleek polish, with expressive raspberry and rose petal
aromas and layered red plum, black tea and spice flavors that linger toward
refined tannins. Drink now through 2024. 2,917 cases made. — TF"
38,Leeuwin,Leeuwin Chardonnay Margaret River Art Series,2015,95,$89 ,"Supple and creamy up front, with precision to the nutmeg, lemon curd,
verbena and mandarin orange flavors, which are intense and harmonious. The
elegant body and lingering accents of ginger and citrus zest elevate this white
to something special. Drink now through 2028. 800 cases imported. — MW"
37,Bodegas Hidalgo La Gitana,Bodegas Hidalgo La Gitana Manzanilla Sanlúcar de Barrameda La Gitana,NV,92,$26 ,"A bright, high-pitched style, showing tangy quinine and chamomile notes
laced with talc and fleur de sel flavors. V ery dry, brisk, stony-edged finish. An
absolute delight. Drink now. 62,000 cases made. —JM"
36,Ferrari-Carano,Ferrari-Carano Chardonnay Russian River Valley Tré Terre Vineyard Select Collection,2016,93,$28 ,"Strikes a fine balance between vibrant citrus and green apple and pear notes.
Lightly oaky and creamy midpalate, this is deftly elegant and refined. Drink
now through 2022. 5,400 cases made. —JL"
35,Descendientes de J. Palacios,Descendientes de J. Palacios Bierzo Pétalos,2016,92,$21 ,"This savory red offers notes of espresso, black olive and graphite framing a
core of black cherry and licorice. Fine-grained tannins and fresh acidity keep
this balanced. Harmonious and graceful. Drink now through 2024. 27,000 cases
made. —TM"
34,Lingua Franca,Lingua Franca Chardonnay Willamette Valley Bunker Hill,2016,94,$50 ,"Sleek and seamlessly complex, featuring expressive floral lemongrass and
steely mineral aromas and plush yet refined green apple and lemon flavors
accented by spicy lees. Drink now through 2022. 692 cases made. —TF"
33,Château Branaire-Ducru,Château Branaire-Ducru St.-Julien,2015,94,$58 ,"This pumps lush fig, boysenberry and blackberry confiture notes along, pushed
by a rather polished but ample structure. Lots of anise and violet details
cascade in on the finish, giving this extra aromatic dimension. Best from 2020
through 2038. 15,000 cases made. —JM"
32,Nautilus,Nautilus Sauvignon Blanc Marlborough,2017,92,$17 ,"Rich and complex, with honeysuckle and freshly grated ginger notes up front,
giving way to juicy and crisp Meyer lemon, yellow apple and Asian pear flavors.
Hints of lime zest and dried mango linger. Drink now. 10,000 cases imported.
—MW"
31,Domaine Giraud,Domaine Giraud Châteauneuf-du-Pape,2016,95,$55 ,"Enticing, with bright, engaging raspberry, cherry and red currant fruit infused
with gently roasted sandalwood and apple wood, garrigueand licorice root
notes. A swath of tobacco underscores the finish, giving this an old-school
hint. Best from 2020 through 2040. 2,500 cases made. —JM"
30,DeLille,DeLille Syrah Yakima Valley Signature,2015,94,$46 ,"Polished and gracefully complex, with refined blackberry, espresso and smoked
pepper flavors that glide along toward refined tannins. Drink now through
2025. 700 cases made. —TF"
29,Bodegas Breca,Bodegas Breca Garnacha Aragón Old Vines,2015,92,$16 ,"Round, smooth and dense, this red shows harmony and balance. Plum and
blackberry flavors mingle with black olive, toast and mineral notes, supported
by well-integrated tannins and fresh acidity, leaving a lovely floral finish. Drink
now through 2027. 20,000 cases made. —TM"
28,Penley,Penley Cabernet Sauvignon Coonawarra Phoenix,2016,93,$20 ,"Dense, with sink-your-teeth-into-them tannins and concentration to the plum,
cassis and blackberry flavors. Sage and rosemary accents linger in the
background. Strikes the right balance between power and elegance, with grace
notes of eucalyptus, black tea and tobacco lingering on the velvety finish.
Drink now through 2030. 4,300 cases imported. —MW"
27,Roederer Estate,Roederer Estate Brut Anderson Valley,NV,93,$24 ,"Seamless and silky, showing an almost effortless sense of complexity, with
notes of lemon and pear paired with toasty brioche, fresh ginger and hazelnut
details. Drink now. 80,000 cases made. —TF"
26,Bodegas y Viñedos Valderiz,Bodegas y Viñedos Valderiz Ribera del Duero,2015,94,$45 ,"Rich and focused, this red delivers ripe fruit flavors of currant and blackberry
that mingle with espresso, mineral and licorice notes. The firm tannins are wellintegrated and crisp acidity keeps this focused. Concentrated and harmonious.
Drink now through 2030. 2,500 cases made. —TM"
25,Tensley,Tensley Syrah Santa Barbara County Colson Canyon Vineyard,2016,94,$42 ,"A distinctive red, with power, polish and structure, offering floral blueberry and
garriguearomas and dynamic huckleberry, river stone and smoky meat flavors
that take on momentum toward the refined tannins. Drink now through 2028.
1,900 cases made. —TF"
24,Antinori,Antinori Toscana Tignanello,2015,97,$135 ,"Dense and intensely flavored, with violet, black currant, blackberry, graphite,
wild herb and spice aromas and flavors, this is concentrated and solidly built,
yet also harmonious, vibrant and pure. Approachable now, but should be
better in a few years. Sangiovese, Cabernet Sauvignon and Cabernet Franc.
Best from 2021 through 2035. 5,000 cases imported. —BS"
23,Taylor Fladgate,Taylor Fladgate Vintage Port,2016,98,$120 ,"This is packed with raspberry, blackberry and blueberry fruit flavors that play
off one another, melding with anise, fruitcake and ganache notes. A warm tarry
edge coats the finish, revealing an echo of bramble. A seriously grippy,
strapping Port, this revels in its power. Best from 2032 through 2055. 6,200
cases made. —JM"
22,Vik,Vik Milla Cala Cachapoal Valley,2012,94,$39 ,"Rich and refined, delivering unctuous dark fruit and spice flavors that offer a
creamy svelteness. Slate and mineral accents linger on the complex finish, with
dark chocolate and olive notes. Cabernet Sauvignon, Carmenère, Cabernet
Franc, Syrah and Merlot. Drink now through 2022. 4,000 cases made. —KM"
21,Scott Base,Scott Base Pinot Noir Central Otago,2016,93,$18 ,"Smooth, silky raspberry coulis and maraschino cherry notes are impressive for
their purity, with accents of white chocolate, thyme, red licorice and cedar.
Spicy cigar box accents emerge on the long, expressive and detailed finish.
Drink now through 2028. 5,000 cases made. —MW"
20,Jasper Hill,Jasper Hill Shiraz Heathcote Georgia's Paddock,2015,95,$85 ,"Fragrant notes of dried rose petal and white truffle indicate something special.
Inside, this offers a fleshy, velvety mix of toasted rye bread, spicy plum jam and
framboise flavors. Elegant and plush, but with plenty of power within, flexing
on the expressive, expansive finish that goes on and on. Drink now through
2035. 1,500 cases made. —MW"
19,San Felice,San Felice Chianti Classico,2016,94,$17 ,"Expressive and smooth, this hits all the right notes, with pure black cherry,
black currant and violet flavors. T ouches of earth, iron and tobacco add
complexity. Shows fine harmony and length. Best from 2020 through 2036.
25,000 cases made. —BS"
18,Château de Beaucastel,Château de Beaucastel Châteauneuf-du-Pape,2015,97,$99 ,"A stunner from the get-go, with waves of thoroughly seductive boysenberry,
plum, blueberry and raspberry reduction forming the core, while roasted apple
wood, rooibos tea, bergamot, and anise notes flash throughout. This has
plenty of bass, with a Turkish coffee accent and a hint of alder driving
underneath. Everything moves in lockstep through the seriously long finish.
Best from 2020 through 2045. 12,500 cases made. —JM"
17,Caparzo,Caparzo Brunello di Montalcino,2013,95,$45 ,"This cuts more of a broad swath than its peers, yet remains graceful, evoking
strawberry, cherry, tobacco and stony mineral flavors. Long and dense in
structure, with a tobacco- and underbrush-tinged finish. Best from 2021
through 2033. 15,000 cases made. —BS"
16,Château Monbousquet,Château Monbousquet St.-Emilion,2015,95,$53 ,"A rich, expressive, slightly showy style, with waves of cassis, creamed raspberry
and boysenberry fruit racing forth, backed by a polished yet ample structure.
The long, licorice- and ganache-framed finish packs on weight as it moves
along, yet stays defined and pure. Impressive. Best from 2022 through 2040.
9,333 cases made. —JM"
15,Canalicchio di Sopra,Canalicchio di Sopra Brunello di Montalcino,2013,97,$79 ,"Plump and bursting with cherry, strawberry and mineral aromas and flavors,
this racy red evokes harmony and freshness, with hints of spice, chocolate and
tobacco as it plays out gracefully on the long aftertaste. There's structure here,
with all the components integrated. Best from 2020 through 2035. 2,870 cases
made. —BS"
14,Warre,Warre Vintage Port,2016,98,$98 ,"Gorgeous, with warm plum reduction and gently steeped raspberry, blackberry
and boysenberry fruit flavors forming the core, all inlaid with warm ganache
and smoldering tobacco accents. Very plush in feel, but has no lack of energy,
as everything sails beautifully through the long finish. A late echo of anise
completes the seduction. Best from 2035 through 2055. 3,000 cases made. —
JM"
13,Produttori del Barbaresco,Produttori del Barbaresco Barbaresco Rabajà Riserva,2013,96,$66 ,"This fruity version features floral, cherry and plum flavors, along with savory
leather, licorice and tobacco notes. A chewy texture and lively acidity keep this
well-defined through the long finish. Complex and classy. Best from 2023
through 2038. 1,420 cases made. —BS"
12,Felton Road,Felton Road Pinot Noir Central Otago Bannockburn,2017,96,$50 ,"Elegant, fresh and vibrant, this red starts off wonderfully perfumed, with
lavender, white pepper and green tea notes that accentuate the purity of the
cherry and raspberry flavors. Polished tannins still provide some grip on the
finish, where white truffle and forest floor details linger. Drink now through
2032. 7,120 cases made. —MW"
11,Carpineto,Carpineto Vino Nobile di Montepulciano Riserva,2013,95,$30 ,"The stunning bouquet of ripe black cherry, black currant, leather and woodsy
spice notes is enticing, while the sweet fruit is a match for the dense structure.
The lengthy finish lingers, with tobacco, eucalyptus and iron accents. Drink
now through 2030. 12,200 cases made. —BS"
10,Bedrock,Bedrock The Bedrock Heritage Sonoma Valley,2016,95,$46 ,"A knockout red, focused and well-built but loaded with personality, with
expressive blackberry and dark Asian spice notes leading to intense yet refined
smoky plum, orange zest and cracked pepper flavors. Zinfandel, Carignane,
Mataro, Syrah and Alicante Bouschet. Drink now through 2027. 600 cases
made. —TF"
9,Tenuta delle Terre Nere,Tenuta delle Terre Nere Etna San Lorenzo,2016,95,$60 ,"Ripe black cherry and raspberry fruit meets tarry mineral and accents of
licorice, spiced orange peel and herb in this chewy, medium-bodied red. The
bold flavor and structure are deftly knit into a graceful and harmonious
package, with the spice and mineral character lingering on the finish. Best from
2020 through 2030. 750 cases made. —AN"
8,Le Vieux Donjon,Le Vieux Donjon Châteauneuf-du-Pape,2016,95,$70 ,"This offers a blitz of bay leaf and juniper notes out front, followed by a racy
and tightly coiled core of red and black currant, damson plum and cherry fruit
flavors. Lots of brisk iron and garrigueaccents rifle through the finish. Clear,
precise and streamlined, this should age wonderfully. Best from 2020 through
2040. 7,000 cases made. —JM"
7,Colene Clemens,Colene Clemens Pinot Noir Chehalem Mountains Dopp Creek,2015,95,$26 ,"Impressive for the polished texture and elegant complexity, offering vibrant
raspberry, orange peel and spice flavors that gain momentum toward refined
tannins. Drink now through 2023. 3,023 cases made. — TF"
6,Aubert,Aubert Chardonnay Carneros Larry Hyde & Sons,2016,96,$85 ,"V oluptuous and creamy, with densely packed flavors of apple pastry, pear tart
and peach and hints of mango that are long and rich. The plush, complex
finish is filled with notes of spice and dried herbs. Drink now through 2026.
960 cases made. —KM"
5,Moët & Chandon,Moët & Chandon Brut Champagne Dom Pérignon Legacy Edition,2008,96,$180 ,"There's power to this graceful Champagne, with the vivid acidity swathed in a
fine, creamy mousse and flavors of toasted brioche, kumquat, pastry cream,
candied ginger and poached plum that dance across the palate. An
underpinning of smoky mineral gains momentum on the lasting finish. Drink
now through 2033. —AN"
4,La Rioja Alta,La Rioja Alta Rioja 890 Gran Reserva Selección Especial,2005,95,$175 ,"Cedar and sandalwood aromas give way to flavors of tea, tobacco, dried
cherry, forest floor and orange peel in this expressive red. Round on the palate,
supported by muscular tannins and juicy acidity. Big but graceful, mature yet
lively, in the traditional style. Drink now through 2030. 4,753 cases made. — TM"
3,Castello di Volpaia,Castello di Volpaia Chianti Classico Riserva,2015,96,$35 ,"Though saturated with black currant and blackberry fruit and backed by
opaque tannins, this red is pure and balanced. Thyme, iron, leather and tar
notes give this complexity, while the finish goes into overtime. Best from 2023
through 2040. 2,500 cases imported. —BS"
2,Château Canon-La Gaffelière,Château Canon-La Gaffelière St.-Emilion,2015,96,$84 ,"Still youthfully tight and backward, with a well-roasted frame of alder and
juniper holding sway for now, but the core of cassis, blackberry and plum fruit
waits in reserve, showing prodigious depth. When the toast and fruit melds,
the backdrop of tobacco, singed iron and chalky minerality will get a turn to
show. There's a lot here. Built for the cellar. Merlot, Cabernet Franc and
Cabernet Sauvignon. Best from 2025 through 2040. 6,250 cases made. —JM"
1,Tenuta San Guido,Tenuta San Guido Bolgheri-Sassicaia Sassicaia,2015,97,$245 ,"Rich and concentrated, this red features black currant, blackberry, violet,
mineral and spice flavors. Dense yet lively, structured yet impeccably balanced,
with vibrant acidity driving the long, fruit-filled aftertaste. The oak is beautifully
integrated. Cabernet Sauvignon and Cabernet Franc. Best from 2023 through
2042. 17,200 cases made. —BS"
,,,,,,